author,commits_number,bug_commits_number,total_fix_distance,total_find_bug_time,total_fix_bug_time,bug_ratio,average_fix_distance,average_find_bug_time,average_fix_bug_time,total_find_bug_time_day,total_fix_bug_time_day,average_find_bug_time_day,average_fix_bug_time_day
Antony Pavlov,30,1,2.0,3.0,25164846.0,0.03333333333333333,2.0,3.0,25164846.0,3.472222222222222e-05,291.2597916666667,3.472222222222222e-05,291.2597916666667
Abhi Das,30,1,1.0,18986109.0,18986109.0,0.03333333333333333,1.0,18986109.0,18986109.0,219.74663194444443,219.74663194444443,219.74663194444443,219.74663194444443
Yonatan Cohen,31,7,12.666666666666668,42114902.0,68562358.0,0.22580645161290322,1.8095238095238098,6016414.571428572,9794622.57142857,487.4409953703704,793.5458101851851,69.63442791005292,113.36368716931216
Weinan Li,31,1,1.0,3924260.0,3924260.0,0.03225806451612903,1.0,3924260.0,3924260.0,45.41967592592592,45.41967592592592,45.41967592592592,45.41967592592592
Vlad Dogaru,31,2,8.0,161247442.0,436250621.0,0.06451612903225806,4.0,80623721.0,218125310.5,1866.289837962963,5049.197002314815,933.1449189814815,2524.5985011574076
Vincent Whitchurch,33,1,1.0,6321244.0,6321244.0,0.030303030303030304,1.0,6321244.0,6321244.0,73.1625462962963,73.1625462962963,73.1625462962963,73.1625462962963
Vijendar Mukunda,48,4,4.0,7393170.0,7393170.0,0.08333333333333333,1.0,1848292.5,1848292.5,85.56909722222223,85.56909722222223,21.392274305555556,21.392274305555556
Shradha Shah,31,2,4.5,55074593.5,112437792.0,0.06451612903225806,2.25,27537296.75,56218896.0,637.4374247685186,1301.3633333333332,318.7187123842593,650.6816666666666
Ruslan Bilovol,31,3,3.0,82006469.0,82006469.0,0.0967741935483871,1.0,27335489.666666668,27335489.666666668,949.1489467592593,949.1489467592593,316.3829822530864,316.3829822530864
Ramesh Shanmugasundaram,31,2,4.0,75361563.0,165556971.0,0.06451612903225806,2.0,37680781.5,82778485.5,872.2403125,1916.1686458333334,436.12015625,958.0843229166667
Puranjay Mohan,31,1,1.0,668044.0,668044.0,0.03225806451612903,1.0,668044.0,668044.0,7.73199074074074,7.73199074074074,7.73199074074074,7.73199074074074
Patrick Bellasi,31,9,12.166666666666664,70514023.83333333,89449176.0,0.2903225806451613,1.3518518518518516,7834891.537037036,9938797.333333334,816.1345351080246,1035.2913888888888,90.68161501200274,115.03237654320988
Maninder Singh,37,2,2.0,83707770.0,83707770.0,0.05405405405405406,1.0,41853885.0,41853885.0,968.8399305555556,968.8399305555556,484.4199652777778,484.4199652777778
Kristian Evensen,31,5,5.0,69860647.0,69860647.0,0.16129032258064516,1.0,13972129.4,13972129.4,808.5723032407408,808.5723032407408,161.71446064814816,161.71446064814816
Koji Matsuoka,32,2,2.666666666666667,60750828.66666666,81068027.0,0.0625,1.3333333333333335,30375414.33333333,40534013.5,703.1345910493826,938.287349537037,351.5672955246913,469.1436747685185
Juliana Rodrigues,31,2,2.0,17876954.0,17876954.0,0.06451612903225806,1.0,8938477.0,8938477.0,206.90918981481482,206.90918981481482,103.45459490740741,103.45459490740741
Josh Hunt,31,1,1.0,2859174.0,2859174.0,0.03225806451612903,1.0,2859174.0,2859174.0,33.09229166666667,33.09229166666667,33.09229166666667,33.09229166666667
Jerry Snitselaar,31,2,2.0,2132875.0,2132875.0,0.06451612903225806,1.0,1066437.5,1066437.5,24.68605324074074,24.68605324074074,12.34302662037037,12.34302662037037
Jeremy Cline,33,2,2.0,39458997.0,39458997.0,0.06060606060606061,1.0,19729498.5,19729498.5,456.70135416666665,456.70135416666665,228.35067708333332,228.35067708333332
Ilya Lesokhin,31,4,7.125,33809779.5,57660687.0,0.12903225806451613,1.78125,8452444.875,14415171.75,391.3168923611111,667.3690625,97.82922309027778,166.842265625
Halil Pasic,31,4,8.333333333333332,87346999.33333334,110714816.0,0.12903225806451613,2.083333333333333,21836749.833333336,27678704.0,1010.9606404320989,1281.4214814814816,252.74016010802472,320.3553703703704
Guo Chao,31,1,4.0,9842014.0,64193285.0,0.03225806451612903,4.0,9842014.0,64193285.0,113.91219907407407,742.9778356481481,113.91219907407407,742.9778356481481
Gregor Boirie,31,5,6.2,75197233.2,89735221.0,0.16129032258064516,1.24,15039446.64,17947044.2,870.3383472222223,1038.6020949074075,174.06766944444445,207.7204189814815
Feng Kan,31,2,3.0,15432335.5,19010185.0,0.06451612903225806,1.5,7716167.75,9505092.5,178.61499421296296,220.02528935185185,89.30749710648148,110.01264467592593
Chander Kashyap,31,2,5.0,60190778.25,160067937.0,0.06451612903225806,2.5,30095389.125,80033968.5,696.6525260416666,1852.6381597222223,348.3262630208333,926.3190798611112
Brian Starkey,31,2,2.0,75861928.0,75861928.0,0.06451612903225806,1.0,37930964.0,37930964.0,878.0315740740741,878.0315740740741,439.01578703703706,439.01578703703706
Bernie Thompson,31,1,2.0,108568575.0,226517647.0,0.03225806451612903,2.0,108568575.0,226517647.0,1256.5807291666667,2621.732025462963,1256.5807291666667,2621.732025462963
A.s. Dong,31,6,9.0,87745482.0,118365312.0,0.1935483870967742,1.5,14624247.0,19727552.0,1015.5727083333334,1369.9688888888888,169.26211805555556,228.32814814814816
Armen Baloyan,31,2,3.0,230030844.0,263597254.0,0.06451612903225806,1.5,115015422.0,131798627.0,2662.394027777778,3050.8941435185184,1331.197013888889,1525.4470717592592
Anand Moon,31,1,2.0,1.0,8023422.0,0.03225806451612903,2.0,1.0,8023422.0,1.1574074074074073e-05,92.86368055555556,1.1574074074074073e-05,92.86368055555556
Alexander Kochetkov,31,2,2.0,39476935.0,39476935.0,0.06451612903225806,1.0,19738467.5,19738467.5,456.9089699074074,456.9089699074074,228.4544849537037,228.4544849537037
Zenghui Yu,38,1,1.0,312702.0,312702.0,0.02631578947368421,1.0,312702.0,312702.0,3.6192361111111113,3.6192361111111113,3.6192361111111113,3.6192361111111113
yu kuai,40,1,1.0,1429581.0,1429581.0,0.025,1.0,1429581.0,1429581.0,16.54607638888889,16.54607638888889,16.54607638888889,16.54607638888889
Yuantian Tang,36,1,1.0,10865319.0,10865319.0,0.027777777777777776,1.0,10865319.0,10865319.0,125.75600694444445,125.75600694444445,125.75600694444445,125.75600694444445
Wen Congyang,32,1,4.0,12713807.0,112375034.5,0.03125,4.0,12713807.0,112375034.5,147.1505439814815,1300.6369733796296,147.1505439814815,1300.6369733796296
Wei Hu(Xavier),32,7,16.71060606060606,188869307.54090908,295772990.55,0.21875,2.387229437229437,26981329.6487013,42253284.364285715,2185.987355797559,3423.298501736111,312.2839079710798,489.04264310515873
Tuong Lien,47,3,3.0,11292664.0,11292664.0,0.06382978723404255,1.0,3764221.3333333335,3764221.3333333335,130.70212962962964,130.70212962962964,43.56737654320988,43.56737654320988
Sai Praneeth,21,3,5.0,144529468.0,153021553.0,0.14285714285714285,1.6666666666666667,48176489.333333336,51007184.333333336,1672.7947685185186,1771.082789351852,557.5982561728396,590.3609297839506
Qiuxu Zhuo,35,4,4.0,42627417.0,42627417.0,0.11428571428571428,1.0,10656854.25,10656854.25,493.37288194444443,493.37288194444443,123.34322048611111,123.34322048611111
Pramod Kumar,32,4,6.777777777777778,81318710.0,187156479.0,0.125,1.6944444444444444,20329677.5,46789119.75,941.1887731481481,2166.162951388889,235.29719328703703,541.5407378472222
Pierre Morel,44,4,4.333333333333333,39939190.0,40603915.0,0.09090909090909091,1.0833333333333333,9984797.5,10150978.75,462.2591435185185,469.9527199074074,115.56478587962962,117.48817997685185
Philippe Schenker,34,1,1.0,1130250.0,1130250.0,0.029411764705882353,1.0,1130250.0,1130250.0,13.081597222222221,13.081597222222221,13.081597222222221,13.081597222222221
Phil Carmody,32,1,1.0,17415149.0,17415149.0,0.03125,1.0,17415149.0,17415149.0,201.56422453703703,201.56422453703703,201.56422453703703,201.56422453703703
Pavel Belous,32,1,1.0,1827035.0,1827035.0,0.03125,1.0,1827035.0,1827035.0,21.146238425925926,21.146238425925926,21.146238425925926,21.146238425925926
Nikita Danilov,33,3,3.25,7167781.0,9264085.0,0.09090909090909091,1.0833333333333333,2389260.3333333335,3088028.3333333335,82.96042824074074,107.22320601851852,27.653476080246914,35.74106867283951
Morten Rasmussen,32,3,3.666666666666667,68722732.66666667,92489715.0,0.09375,1.2222222222222223,22907577.555555556,30829905.0,795.4019984567901,1070.4828125,265.1339994855967,356.8276041666667
Michael Guralnik,38,2,2.0,5760867.0,5760867.0,0.05263157894736842,1.0,2880433.5,2880433.5,66.67670138888889,66.67670138888889,33.33835069444444,33.33835069444444
Lars Poeschel,32,2,2.333333333333333,173417639.0,173848492.0,0.0625,1.1666666666666665,86708819.5,86924246.0,2007.148599537037,2012.135324074074,1003.5742997685185,1006.067662037037
Kevin Coffman,32,1,2.0,184796093.0,253414456.0,0.03125,2.0,184796093.0,253414456.0,2138.8436689814816,2933.037685185185,2138.8436689814816,2933.037685185185
Kamil Konieczny,33,1,1.0,610870.0,610870.0,0.030303030303030304,1.0,610870.0,610870.0,7.07025462962963,7.07025462962963,7.07025462962963,7.07025462962963
Jonathan Austin,32,1,1.0,20452008.0,20452008.0,0.03125,1.0,20452008.0,20452008.0,236.71305555555554,236.71305555555554,236.71305555555554,236.71305555555554
Jike Song,32,3,7.833333333333332,15686168.166666668,44154502.16666666,0.09375,2.6111111111111107,5228722.722222223,14718167.388888886,181.55287229938273,511.0474787808641,60.51762409979425,170.34915959362138
Igor Konopko,32,1,1.0,908606.0,908606.0,0.03125,1.0,908606.0,908606.0,10.516273148148148,10.516273148148148,10.516273148148148,10.516273148148148
Eugene Crosser,32,5,7.730769230769232,318269468.0,371211242.7692308,0.15625,1.5461538461538464,63653893.6,74242248.55384615,3683.674398148148,4296.426420940171,736.7348796296296,859.2852841880341
Eric Whitney,45,1,1.0,6682977.0,6682977.0,0.022222222222222223,1.0,6682977.0,6682977.0,77.34927083333334,77.34927083333334,77.34927083333334,77.34927083333334
Dominique Martinet,34,1,1.0,11056129.0,11056129.0,0.029411764705882353,1.0,11056129.0,11056129.0,127.96445601851852,127.96445601851852,127.96445601851852,127.96445601851852
Dmitry Bogdanov,45,6,7.2,95272325.95,115188990.0,0.13333333333333333,1.2,15878720.991666667,19198165.0,1102.6889577546297,1333.2059027777777,183.78149295910495,222.2009837962963
Colin Xu,33,1,1.0,48565934.0,48565934.0,0.030303030303030304,1.0,48565934.0,48565934.0,562.1057175925926,562.1057175925926,562.1057175925926,562.1057175925926
andrew hendry,32,1,1.0,266486001.0,266486001.0,0.03125,1.0,266486001.0,266486001.0,3084.328715277778,3084.328715277778,3084.328715277778,3084.328715277778
Adrian McMenamin,32,1,2.0,13206000.0,398744484.0,0.03125,2.0,13206000.0,398744484.0,152.84722222222223,4615.098194444445,152.84722222222223,4615.098194444445
Yufen Yu,35,2,2.0,4748486.0,4748486.0,0.05714285714285714,1.0,2374243.0,2374243.0,54.959328703703704,54.959328703703704,27.479664351851852,27.479664351851852
Yang Zhang,33,2,5.5,142644393.3333333,195889485.3333333,0.06060606060606061,2.75,71322196.66666666,97944742.66666666,1650.9767746913578,2267.2394135802465,825.4883873456789,1133.6197067901232
Xue jiufei,33,1,1.0,18364340.6,18364340.6,0.030303030303030304,1.0,18364340.6,18364340.6,212.55023842592595,212.55023842592595,212.55023842592595,212.55023842592595
Vandita Kulkarni,40,1,1.0,6635095.0,6635095.0,0.025,1.0,6635095.0,6635095.0,76.79508101851852,76.79508101851852,76.79508101851852,76.79508101851852
Tomasz Duszynski,36,2,2.0,7711235.0,7711235.0,0.05555555555555555,1.0,3855617.5,3855617.5,89.25040509259259,89.25040509259259,44.62520254629629,44.62520254629629
Olliver Schinagl,33,3,3.0,20979086.0,20979086.0,0.09090909090909091,1.0,6993028.666666667,6993028.666666667,242.81349537037036,242.81349537037036,80.93783179012345,80.93783179012345
Nadia Derbey,33,1,2.0,36770951.0,196265162.0,0.030303030303030304,2.0,36770951.0,196265162.0,425.5897106481481,2271.587523148148,425.5897106481481,2271.587523148148
Mihail Atanassov,33,1,3.0,24194820.5,25821128.0,0.030303030303030304,3.0,24194820.5,25821128.0,280.03264467592595,298.85564814814813,280.03264467592595,298.85564814814813
Mattias Wallin,33,1,1.0,256337748.0,256337748.0,0.030303030303030304,1.0,256337748.0,256337748.0,2966.872083333333,2966.872083333333,2966.872083333333,2966.872083333333
Matthew Leach,33,2,3.0,96455157.8,167151596.0,0.06060606060606061,1.5,48227578.9,83575798.0,1116.3791412037037,1934.6249537037038,558.1895706018519,967.3124768518519
Kever Yang,33,3,4.0,35733126.66666667,40190967.0,0.09090909090909091,1.3333333333333333,11911042.222222224,13396989.0,413.5778549382717,465.17322916666666,137.85928497942388,155.05774305555556
Iuliana Prodan,51,2,3.0,13563139.0,14147884.0,0.0392156862745098,1.5,6781569.5,7073942.0,156.98077546296295,163.74865740740742,78.49038773148148,81.87432870370371
Giulio Benetti,34,1,1.0,3346296.0,3346296.0,0.029411764705882353,1.0,3346296.0,3346296.0,38.73027777777778,38.73027777777778,38.73027777777778,38.73027777777778
Elise Lennion,33,1,1.0487804878048779,1017210.048780488,1069372.0,0.030303030303030304,1.0487804878048779,1017210.048780488,1069372.0,11.77326445347787,12.376990740740741,11.77326445347787,12.376990740740741
Dean Jenkins,33,1,1.2,54399273.4,57328595.0,0.030303030303030304,1.2,54399273.4,57328595.0,629.6212199074074,663.5254050925926,629.6212199074074,663.5254050925926
Amritha Nambiar,34,6,6.361111111111112,63794832.5,67635603.44444445,0.17647058823529413,1.0601851851851853,10632472.083333334,11272600.574074075,738.3661168981481,782.8194843106996,123.0610194830247,130.46991405178326
Aleksey Makarov,33,1,1.0,10398666.0,10398666.0,0.030303030303030304,1.0,10398666.0,10398666.0,120.35493055555555,120.35493055555555,120.35493055555555,120.35493055555555
Yixian Liu,40,5,5.5555555555555545,37049629.222222224,37331187.0,0.125,1.111111111111111,7409925.844444444,7466237.4,428.81515303497946,432.0739236111111,85.76303060699588,86.41478472222222
Yauhen Kharuzhy,34,1,1.0,1275755.0,1275755.0,0.029411764705882353,1.0,1275755.0,1275755.0,14.76568287037037,14.76568287037037,14.76568287037037,14.76568287037037
Satish Kharat,34,1,1.0,19054768.0,19054768.0,0.029411764705882353,1.0,19054768.0,19054768.0,220.5412962962963,220.5412962962963,220.5412962962963,220.5412962962963
R Sricharan,34,3,9.714285714285717,80616158.14285713,197613870.0,0.08823529411764706,3.238095238095239,26872052.714285713,65871290.0,933.0573859126984,2287.1975694444445,311.0191286375661,762.3991898148148
Roy Pledge,35,2,2.0,7370387.0,7370387.0,0.05714285714285714,1.0,3685193.5,3685193.5,85.3054050925926,85.3054050925926,42.6527025462963,42.6527025462963
Peter Hutterer,34,1,1.0,1081279.0,1081279.0,0.029411764705882353,1.0,1081279.0,1081279.0,12.51480324074074,12.51480324074074,12.51480324074074,12.51480324074074
Micky Ching,34,1,1.0,118815488.0,118815488.0,0.029411764705882353,1.0,118815488.0,118815488.0,1375.1792592592592,1375.1792592592592,1375.1792592592592,1375.1792592592592
Michael Wu,34,1,2.0,259245234.0,292572357.0,0.029411764705882353,2.0,259245234.0,292572357.0,3000.5235416666665,3386.2541319444445,3000.5235416666665,3386.2541319444445
Matti Gottlieb,34,4,7.0,53245259.0,73995150.0,0.11764705882352941,1.75,13311314.75,18498787.5,616.2645717592593,856.4253472222222,154.06614293981482,214.10633680555554
Ladi Prosek,34,2,3.333333333333333,3765186.666666666,10246974.0,0.058823529411764705,1.6666666666666665,1882593.333333333,5123487.0,43.57854938271604,118.59923611111111,21.78927469135802,59.299618055555555
Jian-Hong Pan,37,5,6.6,12039678.2,18718402.0,0.13513513513513514,1.3199999999999998,2407935.6399999997,3743680.4,139.3481273148148,216.64817129629628,27.869625462962958,43.32963425925926
Insu Yun,34,1,1.0,4317019.0,4317019.0,0.029411764705882353,1.0,4317019.0,4317019.0,49.965497685185184,49.965497685185184,49.965497685185184,49.965497685185184
Feng Wu,34,2,2.0,64686816.0,64686816.0,0.058823529411764705,1.0,32343408.0,32343408.0,748.69,748.69,374.345,374.345
Dongli Zhang,37,1,1.0,642181.0,642181.0,0.02702702702702703,1.0,642181.0,642181.0,7.432650462962963,7.432650462962963,7.432650462962963,7.432650462962963
Dmitry Kalinkin,34,1,1.0,1486653.0,1486653.0,0.029411764705882353,1.0,1486653.0,1486653.0,17.206631944444446,17.206631944444446,17.206631944444446,17.206631944444446
David Matlack,36,1,1.5,117792178.5,140998506.0,0.027777777777777776,1.5,117792178.5,140998506.0,1363.3353993055555,1631.9271527777778,1363.3353993055555,1631.9271527777778
David Lebrun,34,7,9.2,197746622.8,240646838.0,0.20588235294117646,1.3142857142857143,28249517.542857144,34378119.71428572,2288.734060185185,2785.2643287037035,326.9620085978836,397.8949041005291
Chris Chiu,40,2,4.0,17118459.0,17301867.0,0.05,2.0,8559229.5,8650933.5,198.1303125,200.25309027777777,99.06515625,100.12654513888889
Alex Gartrell,34,5,9.0,191043386.0,319921006.0,0.14705882352941177,1.8,38208677.2,63984201.2,2211.150300925926,3702.7894212962965,442.2300601851852,740.5578842592593
Alexander Block,34,1,3.0,57118093.0,187343026.0,0.029411764705882353,3.0,57118093.0,187343026.0,661.0890393518519,2168.3220601851854,661.0890393518519,2168.3220601851854
Aleksa Sarai,34,3,3.0,2022560.0,2022560.0,0.08823529411764706,1.0,674186.6666666666,674186.6666666666,23.409259259259258,23.409259259259258,7.803086419753086,7.803086419753086
Wei WANG,35,1,1.0,56592982.0,56592982.0,0.02857142857142857,1.0,56592982.0,56592982.0,655.0113657407408,655.0113657407408,655.0113657407408,655.0113657407408
Vandana Kannan,35,2,4.0,74369675.0,133826898.0,0.05714285714285714,2.0,37184837.5,66913449.0,860.7601273148148,1548.9224305555556,430.3800636574074,774.4612152777778
Tobias Regnery,35,3,3.0,55896173.0,55896173.0,0.08571428571428572,1.0,18632057.666666668,18632057.666666668,646.9464467592593,646.9464467592593,215.64881558641977,215.64881558641977
Tina Zhang,40,3,3.8,17245050.4,26744728.0,0.075,1.2666666666666666,5748350.133333333,8914909.333333334,199.59549074074073,309.545462962963,66.53183024691357,103.18182098765433
Shanker Donthineni,35,3,3.5,52541699.0,53558503.0,0.08571428571428572,1.1666666666666667,17513899.666666668,17852834.333333332,608.1215162037037,619.8900810185186,202.70717206790124,206.63002700617284
Santiago Leon,35,1,2.0,21783636.0,262754065.0,0.02857142857142857,2.0,21783636.0,262754065.0,252.12541666666667,3041.1350115740743,252.12541666666667,3041.1350115740743
Samuel Holland,65,2,2.0,31624829.0,31624829.0,0.03076923076923077,1.0,15812414.5,15812414.5,366.02811342592594,366.02811342592594,183.01405671296297,183.01405671296297
Rodolfo Giometti,35,1,1.0,267758883.0,267758883.0,0.02857142857142857,1.0,267758883.0,267758883.0,3099.0611458333333,3099.0611458333333,3099.0611458333333,3099.0611458333333
Riku Voipio,35,2,2.0,22310798.0,22310798.0,0.05714285714285714,1.0,11155399.0,11155399.0,258.2268287037037,258.2268287037037,129.11341435185184,129.11341435185184
Rakesh Pillai,40,4,6.083333333333332,70003868.91666666,86000208.0,0.1,1.520833333333333,17500967.229166664,21500052.0,810.2299643132715,995.3727777777777,202.55749107831787,248.84319444444444
Nimrod Andy,35,3,5.25,84614231.5,140971891.5,0.08571428571428572,1.75,28204743.833333332,46990630.5,979.3313831018519,1631.6191145833334,326.44379436728394,543.8730381944445
Jessica Yu,38,3,3.8,95793500.0,129829493.8,0.07894736842105263,1.2666666666666666,31931166.666666668,43276497.93333333,1108.7210648148148,1502.6561782407407,369.57368827160496,500.88539274691357
Easwar Hariharan,35,1,2.0,9122137.0,9580786.0,0.02857142857142857,2.0,9122137.0,9580786.0,105.58028935185185,110.88872685185186,105.58028935185185,110.88872685185186
Chuansheng Liu,35,2,2.0,195149824.0,195149824.0,0.05714285714285714,1.0,97574912.0,97574912.0,2258.6785185185186,2258.6785185185186,1129.3392592592593,1129.3392592592593
Chas Williams,35,1,1.0,89580.0,89580.0,0.02857142857142857,1.0,89580.0,89580.0,1.0368055555555555,1.0368055555555555,1.0368055555555555,1.0368055555555555
Ayala Beker,35,2,2.0,13787237.0,13787237.0,0.05714285714285714,1.0,6893618.5,6893618.5,159.57450231481482,159.57450231481482,79.78725115740741,79.78725115740741
Andy Zhou,35,2,2.0,2992424.0,2992424.0,0.05714285714285714,1.0,1496212.0,1496212.0,34.634537037037035,34.634537037037035,17.317268518518517,17.317268518518517
Allen Hubbe,35,1,1.0,15614774.0,15614774.0,0.02857142857142857,1.0,15614774.0,15614774.0,180.72655092592592,180.72655092592592,180.72655092592592,180.72655092592592
Tim Kryger,36,2,4.0,1739626.0,48353090.0,0.05555555555555555,2.0,869813.0,24176545.0,20.134560185185187,559.6422453703703,10.067280092592593,279.8211226851852
Sonny Rao,36,1,2.0,3326457.0,4766244.0,0.027777777777777776,2.0,3326457.0,4766244.0,38.500659722222224,55.16486111111111,38.500659722222224,55.16486111111111
Shengzhou Liu,36,1,1.0,75882797.0,75882797.0,0.027777777777777776,1.0,75882797.0,75882797.0,878.2731134259259,878.2731134259259,878.2731134259259,878.2731134259259
Sanchayan Maity,36,3,4.0,115758421.0,145536171.0,0.08333333333333333,1.3333333333333333,38586140.333333336,48512057.0,1339.7965393518518,1684.4464236111112,446.5988464506173,561.4821412037037
Richard Leitner,36,2,2.0,21017377.0,21017377.0,0.05555555555555555,1.0,10508688.5,10508688.5,243.25667824074074,243.25667824074074,121.62833912037037,121.62833912037037
Rashmica Gupta,36,3,3.75,50760334.5,59031230.0,0.08333333333333333,1.25,16920111.5,19677076.666666668,587.5038715277777,683.2318287037037,195.8346238425926,227.7439429012346
Philip Yang,37,1,2.6,3570580.8,14452211.0,0.02702702702702703,2.6,3570580.8,14452211.0,41.326166666666666,167.27096064814816,41.326166666666666,167.27096064814816
Nikita Yushchenko,36,3,3.0,3053708.0,3053708.0,0.08333333333333333,1.0,1017902.6666666666,1017902.6666666666,35.343842592592594,35.343842592592594,11.78128086419753,11.78128086419753
Nick Hoath,36,1,2.0,132994879.0,144458387.0,0.027777777777777776,2.0,132994879.0,144458387.0,1539.2925810185186,1671.9720717592593,1539.2925810185186,1671.9720717592593
Mike Dunn,36,1,1.5,199345343.0,281714603.0,0.027777777777777776,1.5,199345343.0,281714603.0,2307.237766203704,3260.5856828703704,2307.237766203704,3260.5856828703704
Michael Welling,36,1,1.0,13356648.0,13356648.0,0.027777777777777776,1.0,13356648.0,13356648.0,154.59083333333334,154.59083333333334,154.59083333333334,154.59083333333334
matthieu castet,36,1,2.1666666666666665,58138241.5,250620476.5,0.027777777777777776,2.1666666666666665,58138241.5,250620476.5,672.8963136574074,2900.6999594907406,672.8963136574074,2900.6999594907406
Martin Kelly,36,4,4.0,37123190.0,37123190.0,0.1111111111111111,1.0,9280797.5,9280797.5,429.66655092592595,429.66655092592595,107.41663773148149,107.41663773148149
Martijn Coenen,48,1,4.0,17163160.0,62336552.0,0.020833333333333332,4.0,17163160.0,62336552.0,198.6476851851852,721.4878703703704,198.6476851851852,721.4878703703704
Manikanta Maddireddy,36,2,3.0,25421045.0,74186993.0,0.05555555555555555,1.5,12710522.5,37093496.5,294.2250578703704,858.6457523148148,147.1125289351852,429.3228761574074
Luca Tettamanti,36,1,1.0,251170212.0,251170212.0,0.027777777777777776,1.0,251170212.0,251170212.0,2907.062638888889,2907.062638888889,2907.062638888889,2907.062638888889
Laurent Dufour,40,3,3.5,38479969.5,38409932.0,0.075,1.1666666666666667,12826656.5,12803310.666666666,445.37001736111114,444.55939814814815,148.4566724537037,148.18646604938272
Kristina Martsenko,43,4,4.0,13818747.0,13818747.0,0.09302325581395349,1.0,3454686.75,3454686.75,159.93920138888888,159.93920138888888,39.98480034722222,39.98480034722222
Ian Rogers,98,1,1.3333333333333333,6765483.666666668,6765484.0,0.01020408163265306,1.3333333333333333,6765483.666666668,6765484.0,78.30420910493828,78.30421296296296,78.30420910493828,78.30421296296296
Honghui Zhang,36,4,6.0,80638483.33333333,100408112.0,0.1111111111111111,1.5,20159620.833333332,25102028.0,933.3157793209876,1162.130925925926,233.3289448302469,290.5327314814815
Harish Kasiviswanathan,36,2,4.5,18612418.5,52147203.0,0.05555555555555555,2.25,9306209.25,26073601.5,215.42151041666668,603.5555902777778,107.71075520833334,301.7777951388889
Frederic Danis,36,2,4.071428571428571,110809383.92857143,176675879.0,0.05555555555555555,2.0357142857142856,55404691.96428572,88337939.5,1282.5160176917989,2044.8597106481482,641.2580088458994,1022.4298553240741
Andreas Noever,36,2,3.0,152603864.0,169528644.0,0.05555555555555555,1.5,76301932.0,84764322.0,1766.2484259259259,1962.1370833333333,883.1242129629629,981.0685416666666
Alexander Popov,37,1,1.6666666666666667,2533039.0,7599109.0,0.02702702702702703,1.6666666666666667,2533039.0,7599109.0,29.317581018518517,87.95265046296296,29.317581018518517,87.95265046296296
Akshu Agrawal,44,3,3.0,10576511.0,10576511.0,0.06818181818181818,1.0,3525503.6666666665,3525503.6666666665,122.41332175925926,122.41332175925926,40.80444058641975,40.80444058641975
Adam Litke,36,1,2.0,198651893.0,231121964.0,0.027777777777777776,2.0,198651893.0,231121964.0,2299.211724537037,2675.0227314814815,2299.211724537037,2675.0227314814815
Weihang Li,50,2,2.5,11792837.5,11792838.0,0.04,1.25,5896418.75,5896419.0,136.4911747685185,136.49118055555556,68.24558738425925,68.24559027777778
Vijay Kumar,31,2,2.75,21525722.5,25222334.0,0.06451612903225806,1.375,10762861.25,12611167.0,249.14030671296297,291.925162037037,124.57015335648148,145.9625810185185
Subhash Jadavani,38,2,2.0,322016585.0,322016585.0,0.05263157894736842,1.0,161008292.5,161008292.5,3727.0438078703705,3727.0438078703705,1863.5219039351853,1863.5219039351853
Sjur Braendeland,37,1,3.0,22865735.5,149862814.0,0.02702702702702703,3.0,22865735.5,149862814.0,264.6497164351852,1734.5233101851852,264.6497164351852,1734.5233101851852
Sami Tolvanen,52,2,2.0,19014618.0,19014618.0,0.038461538461538464,1.0,9507309.0,9507309.0,220.07659722222223,220.07659722222223,110.03829861111112,110.03829861111112
Robert Shearman,37,5,6.0,109832006.0,113661213.0,0.13513513513513514,1.2,21966401.2,22732242.6,1271.2037731481482,1315.5232986111112,254.24075462962963,263.10465972222227
Peng Hao,38,2,2.0,7299697.0,7299697.0,0.05263157894736842,1.0,3649848.5,3649848.5,84.4872337962963,84.4872337962963,42.24361689814815,42.24361689814815
Matt Helsley,40,1,1.0,6036086.0,6036086.0,0.025,1.0,6036086.0,6036086.0,69.86210648148148,69.86210648148148,69.86210648148148,69.86210648148148
Kent Yoder,37,2,3.0,276562135.0,304024833.0,0.05405405405405406,1.5,138281067.5,152012416.5,3200.950636574074,3518.8059375,1600.475318287037,1759.40296875
Kelley Nielsen,37,1,1.0,36598057.0,36598057.0,0.02702702702702703,1.0,36598057.0,36598057.0,423.58862268518516,423.58862268518516,423.58862268518516,423.58862268518516
KarimAllah Ahmed,38,6,7.0,55317052.0,55400521.0,0.15789473684210525,1.1666666666666667,9219508.666666666,9233420.166666666,640.2436574074075,641.2097337962963,106.7072762345679,106.86828896604938
Kamal Dasu,48,7,7.5,156843437.8333333,167844573.6666667,0.14583333333333334,1.0714285714285714,22406205.404761903,23977796.238095243,1815.3175675154318,1942.645528549383,259.33108107363313,277.520789792769
Joonwoo Park,37,2,3.0,21689309.0,27954317.0,0.05405405405405406,1.5,10844654.5,13977158.5,251.03366898148147,323.5453356481481,125.51683449074073,161.77266782407406
John Allen,40,3,3.333333333333333,28154120.0,29833731.0,0.075,1.111111111111111,9384706.666666666,9944577.0,325.8578703703704,345.2978125,108.61929012345678,115.09927083333334
Helen Koike,42,3,4.0,51113480.0,59333598.0,0.07142857142857142,1.3333333333333333,17037826.666666668,19777866.0,591.5912037037037,686.7314583333333,197.1970679012346,228.9104861111111
